text,label_id,label_code,label_title,generated_at
Usuário informa que a impressora mostra erro SC542 e não conclui o trabalho. Problema: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.,1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614103
"Usuário informa que a máquina mostra mensagem de erro SC542 e não conclui o trabalho. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614210
"Durante a varredura de pastas, aparece erro SC542. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, mensagem de erro",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614217
"Ao tentar imprimir um documento PDF grande, a máquina apresenta erro SC542. mensagem de mensagem de mensagem de erro SC542 ao usar a impressora. SC542 ao usar a impressora.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614221
Usuário informa que a equipamento mostra falha SC542 e não conclui o trabalho. Problema: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.,1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614224
A impressora está lenta e depois ocorre mensagem de erro SC542. Problema: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.,1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614227
"Durante a varredura de pastas, aparece mensagem de erro SC542. Cliente relata Cliente relata mensagem de erro SC542 na máquina. SC542 na máquina.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614230
"Durante a digitalização, aparece falha SC542. Descrição: A Descrição: A máquina detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614233
"Ao tentar imprimir um documento PDF grande, a máquina apresenta mensagem de erro SC542. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614238
"Ao tentar imprimir um documento PDF grande, a máquina apresenta mensagem de erro SC542. Ocorre durante impressão: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614241
"Ao tentar imprimir um documento PDF grande, a impressora apresenta falha SC542. Ocorre durante impressão: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614244
"Usuário informa que a equipamento mostra mensagem de erro SC542 e não conclui o trabalho. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614247
"Ao tentar imprimir um documento PDF grande, a impressora apresenta erro SC542. mensagem de erro SC542 ao usar a mensagem de erro SC542 ao usar a impressora.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614252
"Usuário informa que a máquina mostra mensagem de erro SC542 e não conclui o trabalho. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614255
"Durante a cópia, aparece falha SC542. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614259
Ocorrência de falha SC542 intermitente. Ocorre durante impressão: Falha de aquecimento do fusor (Ricoh) – procedimento de reset.,1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614264
"Ao tentar imprimir um documento PDF grande, a máquina apresenta falha SC542. mensagem de erro SC542 ao usar a mensagem de erro SC542 ao usar a máquina.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614266
"Durante a cópia, aparece mensagem de erro SC542. Cliente relata Cliente relata falha SC542 na máquina. SC542 na máquina.",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614269
"A máquina está lenta e depois ocorre mensagem de erro SC542. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614272
"Ocorrência de falha SC542 intermitente. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, mensagem de erro",1,SC542,Falha de aquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614275
Ocorrência de erro SC543 intermitente. Cliente relata falha SC543 na Cliente relata falha SC543 na máquina.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614278
Usuário informa que a equipamento mostra erro SC543 e não conclui o trabalho. falha SC543 ao usar a falha SC543 ao usar a máquina.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614281
Ocorrência de mensagem de erro SC543 intermitente. Cliente relata falha SC543 na Cliente relata falha SC543 na máquina.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614283
Ocorrência de erro SC543 intermitente. Ocorre durante impressão: Falha térmica do fusor (Ricoh) – procedimento de reset.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614286
"Usuário informa que a máquina mostra erro SC543 e não conclui o trabalho. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, falha",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614289
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta erro SC543. Problema: Falha térmica do fusor (Ricoh) – procedimento de reset.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614294
"Ao tentar imprimir um documento PDF grande, a impressora apresenta mensagem de erro SC543. Ocorre durante impressão: Falha térmica do fusor (Ricoh) – procedimento de reset.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614297
Usuário informa que a equipamento mostra falha SC543 e não conclui o trabalho. Cliente relata falha SC543 na Cliente relata falha SC543 na equipamento.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614300
Ocorrência de falha SC543 intermitente. Problema: Falha térmica do fusor (Ricoh) – procedimento de reset.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614306
"Ao tentar imprimir um documento PDF grande, a máquina apresenta falha SC543. falha SC543 ao usar a falha SC543 ao usar a equipamento.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614308
"Usuário informa que a equipamento mostra erro SC543 e não conclui o trabalho. Descrição: A Descrição: A máquina detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614311
Usuário informa que a equipamento mostra mensagem de erro SC543 e não conclui o trabalho. Cliente relata falha SC543 na Cliente relata falha SC543 na equipamento.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614316
Usuário informa que a equipamento mostra mensagem de erro SC543 e não conclui o trabalho. Problema: Falha térmica do fusor (Ricoh) – procedimento de reset.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614319
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta mensagem de erro SC543. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614322
"Ao tentar imprimir um documento PDF grande, a impressora apresenta falha SC543. falha SC543 ao usar a falha SC543 ao usar a máquina.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614325
"Durante a cópia, aparece falha SC543. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614328
"A equipamento está lenta e depois ocorre erro SC543. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, falha",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614331
"A equipamento está lenta e depois ocorre mensagem de erro SC543. Descrição: A Descrição: A impressora detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614334
Usuário informa que a máquina mostra erro SC543 e não conclui o trabalho. Ocorre durante impressão: Falha térmica do fusor (Ricoh) – procedimento de reset.,2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614338
"Durante a digitalização, aparece erro SC543. Descrição: A Descrição: A equipamento detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",2,SC543,Falha térmica do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614341
"Durante a cópia, aparece falha SC544. mensagem de mensagem de falha SC544 ao usar a máquina. SC544 ao usar a máquina.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614345
Ocorrência de falha SC544 intermitente. Ocorre durante impressão: Superaquecimento do fusor (Ricoh) – procedimento de reset.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614348
"Ao tentar imprimir um documento PDF grande, a máquina apresenta erro SC544. Cliente relata mensagem de Cliente relata mensagem de falha SC544 na impressora. SC544 na impressora.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614350
A máquina está lenta e depois ocorre mensagem de erro SC544. Cliente relata mensagem de Cliente relata mensagem de falha SC544 na impressora. SC544 na impressora.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614354
"Usuário informa que a impressora mostra mensagem de erro SC544 e não conclui o trabalho. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, falha",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614357
"Durante a impressão, aparece falha SC544. Descrição: A Descrição: A equipamento detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614360
"Ao tentar imprimir um documento PDF grande, a equipamento apresenta falha SC544. Cliente relata mensagem de Cliente relata mensagem de falha SC544 na impressora. SC544 na impressora.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614364
"Durante a digitalização, aparece falha SC544. Cliente relata mensagem de erro SC544 na Cliente relata mensagem de erro SC544 na impressora.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614367
"Durante a cópia, aparece mensagem de erro SC544. Cliente relata mensagem de Cliente relata mensagem de falha SC544 na impressora. SC544 na impressora.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614370
"Durante a digitalização, aparece erro SC544. Cliente relata mensagem de erro SC544 na Cliente relata mensagem de erro SC544 na equipamento.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614373
"Durante a digitalização, aparece falha SC544. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614375
"Durante a envio por e-mail, aparece mensagem de erro SC544. Cliente relata mensagem de erro SC544 na Cliente relata mensagem de erro SC544 na equipamento.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614378
A impressora está lenta e depois ocorre falha SC544. mensagem de mensagem de mensagem de erro SC544 ao usar a máquina. SC544 ao usar a máquina.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614381
"Durante a digitalização, aparece falha SC544. Problema: Superaquecimento do fusor (Ricoh) – procedimento de reset.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614384
A máquina está lenta e depois ocorre mensagem de erro SC544. mensagem de mensagem de mensagem de erro SC544 ao usar a máquina. SC544 ao usar a máquina.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614387
A máquina está lenta e depois ocorre mensagem de erro SC544. Ocorre durante impressão: Superaquecimento do fusor (Ricoh) – procedimento de reset.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614389
"Ao tentar imprimir um documento PDF grande, a impressora apresenta mensagem de erro SC544. Descrição: A Descrição: A equipamento detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço. detectou falha no aquecimento do fusor. Necessário validar energia, estado do módulo e efetuar reset pelo modo de serviço.",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614392
"A máquina está lenta e depois ocorre erro SC544. Palavras-chave: ricoh, sc, fusor, aquecimento, reset, Palavras-chave: ricoh, sc, fusor, aquecimento, reset, erro",3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614398
Usuário informa que a equipamento mostra mensagem de erro SC544 e não conclui o trabalho. mensagem de mensagem de falha SC544 ao usar a máquina. SC544 ao usar a máquina.,3,SC544,Superaquecimento do fusor (Ricoh) – procedimento de reset,2025-11-06T03:35:56.614401
